accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,best_val_mcc,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,elapsed_s
0.5087128712871287,0.5262217685338778,0.7675414107574912,0.6243754731264194,-0.0214761709293155,0.0014556166715919,0.0381525447590589,0.0260253474116325,-0.224185824394226,0.5136633663366337,-0.1851721073621156,0.9663689732551576,-99.996337890625,-99.9991455078125,A4,concat,0,42,"[""price"", ""macro""]",23323,6372,10100,13987,0.026506117449776,35,1,0.005,512,10,1.0,64,0.0001,0.5,32.56505513191223
0.5063633630624311,0.5160410651267244,0.6275848614904409,0.5663732394366198,0.0060980703676997,0.0008737334865145,0.0295589831779535,0.0225868765264749,-0.5672811269760132,0.5094698867622006,-0.3026210600211036,0.951850652694702,-99.93540954589844,-99.96704864501952,A4,concat,2,42,"[""price"", ""macro""]",38675,10972,9979,13987,0.0207884016496498,23,1,0.005,512,10,1.0,64,0.0001,0.5,34.820029973983765
0.5128489144882588,0.528067700987306,0.780650542118432,0.629984856133266,-0.012144304880775,0.0003779271501116,0.019440348507978,0.0148696089163422,-0.0403783321380615,0.5301284891448826,0.91155907453608,1.1574660539627075,6006.9521484375,-55.35685348510742,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0108187483290546,34,1,0.005,512,10,1.0,64,0.0001,0.5,72.38381910324097
0.5087128712871287,0.5262217685338778,0.7675414107574912,0.6243754731264194,-0.0214761709293155,0.0014556166715919,0.0381525447590589,0.0260253474116325,-0.224185824394226,0.5136633663366337,-0.1851721073621156,0.9663689732551576,-99.996337890625,-99.9991455078125,A4,concat,0,42,"[""price"", ""macro""]",23323,6372,10100,13987,0.026506117449776,45,1,0.005,512,20,1.0,64,0.0001,0.5,41.30967092514038
0.5063633630624311,0.5160410651267244,0.6275848614904409,0.5663732394366198,0.0060980703676997,0.0008737334865145,0.0295589831779535,0.0225868765264749,-0.5672811269760132,0.5094698867622006,-0.3026210600211036,0.951850652694702,-99.93540954589844,-99.96704864501952,A4,concat,2,42,"[""price"", ""macro""]",38675,10972,9979,13987,0.0207884016496498,33,1,0.005,512,20,1.0,64,0.0001,0.5,49.85340690612793
0.5128489144882588,0.528067700987306,0.780650542118432,0.629984856133266,-0.012144304880775,0.0003779271501116,0.019440348507978,0.0148696089163422,-0.0403783321380615,0.5301284891448826,0.91155907453608,1.1574660539627075,6006.9521484375,-55.35685348510742,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0108187483290546,44,1,0.005,512,20,1.0,64,0.0001,0.5,92.92855191230774
0.5087128712871287,0.5262217685338778,0.7675414107574912,0.6243754731264194,-0.0214761709293155,0.0014556166715919,0.0381525447590589,0.0260253474116325,-0.224185824394226,0.5136633663366337,-0.1851721073621156,0.9663689732551576,-99.996337890625,-99.9991455078125,A4,concat,0,42,"[""price"", ""macro""]",23323,6372,10100,13987,0.026506117449776,65,1,0.005,512,40,1.0,64,0.0001,0.5,58.996166944503784
0.4908307445635835,0.5065010112684195,0.3419820522824814,0.4082916035868172,-0.0104645932075461,0.0005634729168377,0.0237375844777387,0.0182840134948492,-0.010743498802185,0.508066940575208,-0.2060673618780614,0.9669560790061952,-99.70297241210938,-99.80160522460938,A4,concat,2,42,"[""price"", ""macro""]",38675,10972,9979,13987,0.0513464530082169,123,1,0.005,512,40,1.0,64,0.0001,0.5,184.1544530391693
0.5128489144882588,0.528067700987306,0.780650542118432,0.629984856133266,-0.012144304880775,0.0003779271501116,0.019440348507978,0.0148696089163422,-0.0403783321380615,0.5301284891448826,0.91155907453608,1.1574660539627075,6006.9521484375,-55.35685348510742,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0108187483290546,64,1,0.005,512,40,1.0,64,0.0001,0.5,135.15151381492615
0.47386052177443916,0.6294027565084227,0.07679372197309417,0.13688592839300584,0.046059152570925674,0.0005645633791573346,0.023760542484491692,0.018131045624613762,-0.08198261260986328,0.4747741346056238,-0.7463257965605743,0.886112630367279,-99.99982452392578,-99.99986267089844,A4,concat,1,42,"[""price"", ""macro""]",30681,9112,9851,13987,0.007655260707791023,62,1,0.005,64,20,1.0,64,0.0001,0.5,355.2867739200592
0.5112067240344207,0.5164585698070374,0.8792270531400966,0.650697175545227,-0.007381284657704199,0.0007878353935666382,0.028068405611410104,0.021828092634677887,-0.4950282573699951,0.5144086451871123,0.523793883298494,1.087381362915039,13733.7177734375,-66.43598175048828,A4,concat,3,42,"[""price"", ""macro""]",46864,12721,9994,13987,0.015357406047423933,21,1,0.005,64,20,1.0,64,0.0001,0.5,183.319837808609
