accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,best_val_mcc,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,sequence_modalities,elapsed_s
0.5099009900990099,0.5360122594925932,0.585892425088405,0.5598434999110795,0.009524916422437447,0.0011974978260695934,0.03460488153526311,0.023547163233160973,-0.007105708122253418,0.49297029702970296,-0.3358869192906565,0.9398289,-99.93687,-99.965195,A8,concat,0,42,"[""price"", ""graph""]",22281,6372,10100,70627,0.024072034241227003,53,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",532.349015712738
0.5204547761648564,0.5519695465077789,0.6231315396113603,0.585395822362647,0.02193264809200323,0.0005236437427811325,0.02288326337699963,0.017755016684532166,-0.003560304641723633,0.5215714140696376,0.6233187501392473,1.106254,705314.75,-71.937355,A8,concat,1,42,"[""price"", ""graph""]",29639,9112,9851,70627,0.015055209951531152,56,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",748.1824910640717
0.5043591542238701,0.5169939577039275,0.5341396800624268,0.5254269813855306,0.007053723975868587,0.0005685255746357143,0.023843774337040567,0.01825934462249279,-0.019806861877441406,0.5068644152720714,0.1526502525785686,1.025204,863.8424,-81.48589,A8,concat,2,42,"[""price"", ""graph""]",37633,10972,9979,70627,0.02238181550466396,66,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",1122.9012858867645
0.5053031819091455,0.5245379222434672,0.4771014492753623,0.4996964177292046,0.012703102475013476,0.0005312669090926647,0.023049227950034785,0.01802164874970913,-0.008153557777404785,0.5173103862317391,0.6255633598102462,1.1052266,844253.9,-59.11061,A8,concat,3,42,"[""price"", ""graph""]",45822,12721,9994,70627,0.02240299955652972,92,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",2075.0981707572937
0.5,0.5360613810741688,0.4370308590492077,0.48150700666207213,0.008451525589106971,0.00037166420952416956,0.01927859459411317,0.014969953335821629,-0.023137450218200684,0.5106335844040762,0.17791575727470302,1.0289488,162.4427,-79.0887,A8,concat,4,42,"[""price"", ""graph""]",53235,15339,4514,70627,0.014232392115729967,101,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",2417.1105308532715
0.5253465346534654,0.5516871987145152,0.5750977107761027,0.5631492618917441,0.04406720176412175,0.001213113428093493,0.03482977789325526,0.023787179961800575,-0.020238518714904785,0.4752475247524752,-0.35849703288657986,0.9359102,-99.96154,-99.98279,A8,concat,0,123,"[""price"", ""graph""]",22281,6372,10100,70627,0.023785073392653674,34,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",342.12872409820557
0.513450411125774,0.5449284680919466,0.6334080717488789,0.5858463665428152,0.004292654528767065,0.00053830147953704,0.0232013249521884,0.01791480928659439,-0.031651854515075684,0.48695563902141914,-0.4248774490270332,0.9334867,-99.76249,-99.82544,A8,concat,1,123,"[""price"", ""graph""]",29639,9112,9851,70627,0.04119936101206125,33,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",441.5179588794708
0.502054314059525,0.5145992188952948,0.5397971127584862,0.5268970770256117,0.0019907193930569895,0.0005850779707543552,0.0241883850381615,0.018363164737820625,-0.04949820041656494,0.5091692554364164,-0.08796773054814419,0.9857581,-72.90236,-95.2103,A8,concat,2,123,"[""price"", ""graph""]",37633,10972,9979,70627,0.04525246498554942,91,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",1484.0489151477814
0.49589753852311386,0.5135402253409764,0.5020289855072464,0.507719366816494,-0.008653050400779138,0.0005353710148483515,0.023138085807783485,0.01806177943944931,-0.015941739082336426,0.5084050430258155,0.46357271962020413,1.0769578,81325.055,-84.80881,A8,concat,3,123,"[""price"", ""graph""]",45822,12721,9994,70627,0.0193743644137148,102,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",1975.2457520961761
0.5152857775808596,0.5422365245374094,0.5621351125938282,0.552006552006552,0.024406360809203158,0.0003644036769401282,0.01908936030725305,0.014889843761920929,-0.0031502246856689453,0.530571555161719,0.5735480966550002,1.0963668,2138.968,-42.56651,A8,concat,4,123,"[""price"", ""graph""]",53235,15339,4514,70627,0.00593574825945888,36,20,0.005,64,30,1.0,64,0.0001,0.5,"[""price""]",815.741278886795
