accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,best_val_mcc,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,elapsed_s
0.5094059405940594,0.5281519396551724,0.7297599106644332,0.6127998749706962,-0.012779013222901406,0.001281663542613387,0.03580032880593958,0.023663265630602837,-0.07788980007171631,0.5110891089108911,-0.2879799730933081,0.9481856,-99.99962,-99.99977,A1,concat,0,42,"[""price"", ""news"", ""macro"", ""social""]",22281,6372,10100,76451,0.07293763155147726,117,20,0.005,64,30,1.0,64,0.0001,0.5,707.7093410491943
0.4925388285453253,0.6018465089440277,0.19488041853512705,0.29442484121383206,0.0543095745658062,0.0005492637283168733,0.023436376177149772,0.017801668494939804,-0.05266094207763672,0.4975129428484418,-0.17453972086279437,0.972122,-99.39113,-99.65062,A1,concat,1,42,"[""price"", ""news"", ""macro"", ""social""]",29639,9112,9851,76451,0.006603106899650083,106,20,0.005,64,30,1.0,64,0.0001,0.5,834.8968040943146
0.4880248521895982,0.5022941970310392,0.3630511119781506,0.4214698222171894,-0.017503684059650193,0.0005663223564624786,0.02379752836877138,0.01827104203402996,-0.015854835510253906,0.5058623108527909,-0.24699819415825874,0.96052366,-99.84762,-99.90267,A1,concat,2,42,"[""price"", ""news"", ""macro"", ""social""]",37633,10972,9979,76451,0.06310529356440883,51,20,0.005,64,30,1.0,64,0.0001,0.5,515.897980928421
0.5042025215129078,0.5217133833399131,0.5107246376811594,0.5161605311981252,0.00791895316816864,0.000847622926812619,0.02911396446402686,0.023002713918685913,-0.6084835529327393,0.5162097258355013,0.44219520164480536,1.073282,4238.842,-74.4478,A1,concat,3,42,"[""price"", ""news"", ""macro"", ""social""]",45822,12721,9994,76451,0.0027721263413816016,31,20,0.005,64,30,1.0,64,0.0001,0.5,382.8252332210541
0.48914488258750555,0.5278787878787878,0.3632193494578816,0.43033596837944665,-0.005106617472455039,0.0004008391697425395,0.02002096825187382,0.015353864058852196,-0.10345184803009033,0.49335400974745236,-0.28085980107839764,0.9559494,-90.39104,-95.74987,A1,concat,4,42,"[""price"", ""news"", ""macro"", ""social""]",53235,15339,4514,76451,0.041931351472060535,145,20,0.005,64,30,1.0,64,0.0001,0.5,2109.260200023651
0.5041584158415842,0.5276305828917487,0.6486134375581611,0.5819001502755051,-0.011983503409081643,0.0011972072534263134,0.03460068284624327,0.02341434545814991,-0.006861329078674316,0.5179207920792079,-0.3795065995137608,0.93228346,-99.99995,-99.99997,A1,concat,0,123,"[""price"", ""news"", ""macro"", ""social""]",22281,6372,10100,76451,0.04278336893704479,56,20,0.005,64,30,1.0,64,0.0001,0.5,329.4351499080658
0.4851284133590498,0.5916230366492147,0.16890881913303438,0.2627906976744186,0.04157040740739281,0.0005582395242527127,0.023627093013164204,0.018022753298282623,-0.069862961769104,0.4859405136534362,-0.5229316045121931,0.91877455,-99.99569,-99.99725,A1,concat,1,123,"[""price"", ""news"", ""macro"", ""social""]",29639,9112,9851,76451,0.006859683646519297,112,20,0.005,64,30,1.0,64,0.0001,0.5,889.4611761569977
0.5027557871530214,0.5282174810736407,0.2994537651190012,0.3822211155378486,0.018645146174271297,0.0005650519160553813,0.023770820685356686,0.018238134682178497,-0.013575911521911621,0.5045595751077262,0.30167566397027046,1.0504231,456.80383,-90.484146,A1,concat,2,123,"[""price"", ""news"", ""macro"", ""social""]",37633,10972,9979,76451,0.06399941768742008,82,20,0.005,64,30,1.0,64,0.0001,0.5,813.0830028057098
0.5203121873123875,0.5615906886517944,0.3356521739130435,0.42017416545718433,0.05865640347551521,0.0005242208717390895,0.02289587018960165,0.01793990284204483,0.005217313766479492,0.5303181909145487,1.0759074833339282,1.1877925,3.991021e+07,-66.416794,A1,concat,3,123,"[""price"", ""news"", ""macro"", ""social""]",45822,12721,9994,76451,0.018678563564729692,86,20,0.005,64,30,1.0,64,0.0001,0.5,1125.9635219573975
0.5181657066902968,0.5276881052892972,0.8861551292743953,0.6614785992217899,-0.020445374234278987,0.0003750140022020787,0.01936527826296536,0.014768900349736214,-0.03235888481140137,0.5310146211785556,0.5781871695354718,1.097183,908.01984,-53.451313,A1,concat,4,123,"[""price"", ""news"", ""macro"", ""social""]",53235,15339,4514,76451,0.038984759816405395,43,20,0.005,64,30,1.0,64,0.0001,0.5,653.9470641613007
