accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,best_val_mcc,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,target_type,sequence_modalities,elapsed_s
0.5237623762376238,0.5482433590402742,0.5953843290526708,0.570842255531763,0.038122908499542404,0.0011895550414919853,0.03448992666695575,0.023426387459039688,-0.00042569637298583984,0.5334653465346535,0.17663953322165712,1.0331714,4719.3716,-97.45944,0.03685892689805319,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,79203,53,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",225.4232940673828
0.5409603085981118,0.5535760392460625,0.8011958146487295,0.6547564513666209,0.03959222311206159,0.000522360613103956,0.022855209758476425,0.017723167315125465,-0.0011012554168701172,0.5425845091868846,1.3214213941606345,1.238789,1.3700147e+10,-41.48822,0.03627625835907835,A3,concat,1,42,"[""price"", ""news""]",30474,9112,9851,79203,44,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",240.51473474502563
0.49644252931155425,0.5087780288545107,0.5710105345298478,0.5381009283941539,-0.011440179044158623,0.000569156080018729,0.023856992266812028,0.018340235576033592,-0.020937800407409668,0.5055616795270067,-1.4955905827775157e-05,0.99999756,-0.022095442,-80.80748,0.053223455869983845,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,79203,71,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",485.7979209423065
0.5017010206123674,0.5181125766301319,0.5389371980676328,0.5283197575298352,0.0006527838105767909,0.0005356838810257614,0.02314484566865291,0.018101446330547333,-0.016535401344299316,0.5129077446467881,0.4927857030101226,1.0820018,124071.055,-79.51578,0.0015490797963020986,A3,concat,3,42,"[""price"", ""news""]",46657,12721,9994,79203,68,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",581.9756600856781
0.5004430660168365,0.526829268292683,0.585487906588824,0.5546118901836855,-0.01060208032886045,0.00037958219763822854,0.019482869337913974,0.015065759420394897,-0.04493451118469238,0.5183872396987151,0.21821330459825813,1.0356214,226.53291,-62.43198,0.003381310595765274,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,79203,105,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",1028.93327999115
0.5116831683168317,0.5391860671761152,0.5646752279918109,0.5516363636363636,0.016197408408007364,0.0011909969616681337,0.034510823833518285,0.023411912843585014,-0.0016385316848754883,0.5317821782178218,0.09749751227510889,1.018175,749.1391,-94.627106,0.017061857001105712,A3,concat,0,123,"[""price"", ""news""]",23116,6372,10100,79203,58,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",235.9587061405182
0.544107197238859,0.552776756160353,0.8424887892376681,0.6675549633577615,0.04176929454368469,0.0005296333110891283,0.023013763514234873,0.017878329381346703,-0.015039324760437012,0.48654958887422595,-0.34091886982813313,0.9462704,-99.21658,-99.804,0.060952135959946474,A3,concat,1,123,"[""price"", ""news""]",30474,9112,9851,79203,41,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",222.56780290603638
0.497945685940475,0.5083285468121769,0.6905969566913773,0.5856079404466501,-0.016268464790423563,0.0006278061773627996,0.02505606069123396,0.01905933767557144,-0.1261429786682129,0.4848181180479006,0.08867109302771115,1.0145639,272.90927,-85.26001,0.037949589300243454,A3,concat,2,123,"[""price"", ""news""]",38468,10972,9979,79203,33,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",225.09586095809937
0.495097058234941,0.5096168182495899,0.6604830917874396,0.5753240195253324,-0.023423887738522286,0.0009092843974940479,0.03015434292923737,0.023877615109086037,-0.7254947423934937,0.48649189513708224,-0.4555735330055011,0.92973024,-99.862144,-99.915955,0.002788603810432223,A3,concat,3,123,"[""price"", ""news""]",46657,12721,9994,79203,31,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",275.6686477661133
0.5135135135135135,0.5295321637426901,0.7552126772310258,0.6225507047095221,-0.006037410151982516,0.0003796840610448271,0.019485483341319176,0.015074473805725574,-0.04521489143371582,0.5223748338502436,0.29321369958708804,1.0481557,390.35706,-55.229694,0.009509846809786187,A3,concat,4,123,"[""price"", ""news""]",54070,15339,4514,79203,91,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",916.2997491359711
