experiment_name,config_hash,seed,fold_idx,news_encoder,news_aggregation,fusion_strategy,head_architecture,targets,graph_source,lookback,price_encoder,mcc,accuracy,f1,r2,rmse,sharpe_ratio,vol_rmse,vol_r2,n_train,n_val,n_test,n_params,epochs_trained,best_val_metric,elapsed_seconds,platform_version,git_sha,quantile_coverage_80,quantile_interval_width
v3_a4_retest_A7,cc7ff6af96e07edb5d5e448910bc400216a3294f6381e2030e2355ab999559bd,789,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.002686411479030394,0.49493937268263355,0.3566504978299719,-0.07661264001386581,0.024498853876603614,0.1381829373342326,0.015267137476473703,-0.03724265115053638,38427,10972,9979,195021,36,0.006487955952232457,1648.356752872467,,,0.6811303737849483,1.8792072903343813
v3_a4_retest_A7,e181c708e17aecdd3ff34d3394aba11732118be2d8b277b23d4253d014b513e4,1000,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.005412154772855197,0.512375989578114,0.6527757956329385,-0.1501959088534559,0.025322229434318385,-0.02487411426829222,0.018174171680866186,-0.46985463574516695,38427,10972,9979,195021,33,0.006415562224082922,1513.00861287117,,,0.8774426295219961,2.9551148999319254
v3_a4_retest_A4,3422d96ae966b625b9f10e8c8b088a0a9300a5991287ed26506adf9da6bb0612,789,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.0,0.48632127467682135,0.0,-0.2605404320333582,0.026509065628859765,0.19441064908420105,0.014814160276847774,0.0233943960961569,38427,10972,9979,225185,36,0.0066571335190174765,1997.2598712444305,,,0.7367471690550156,1.9612916243728273
v3_a4_retest_A4,a6c95104a0142183b6d0f1b3e1b908f819e30e4801c3a170e67ca7f91265bcb0,1000,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.013776244958201204,0.4865216955606774,0.00078003120124805,-0.17925853756442844,0.02564014900655354,0.20234415662504118,0.018234341725776114,-0.47960337413659326,38427,10972,9979,225185,34,0.0066279167705266435,1889.7252640724182,,,0.852490229481912,2.83688274453459
v3_a4_retest_A4,d915c476609d73004d4365e4f1903e48fe68beab59380ea2256cdc017166f9da,1234,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.001619424912841196,0.5036576811303738,0.556222560702446,-0.0773243512744981,0.024506950209898824,0.016320383679646076,0.014320032169761188,0.0874574557531671,38427,10972,9979,225185,41,0.006275736008710349,2284.631296157837,,,0.7606974646758192,2.124855899611219
v3_a4_retest_A4,c731c2cfbbdd69980fad2e9c73193d6f59a638ffa491155a8aab228d78e2c8b9,5678,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.005718985190402287,0.497945685940475,0.4027181688125894,-0.09658283435967241,0.024725025706622435,0.35940746866100076,0.014352311756638658,0.08333879236523045,38427,10972,9979,225185,48,0.006354572594847742,2664.100198030472,,,0.7892574406253131,2.2409863886055716
v3_a4_retest_A7,833788ad13c31b20fd74dc7ccd1d30721ae4530655f53a7489fcc3c03d40d9a3,1234,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.00022952031918534313,0.5045595751077262,0.5816551023861906,-0.1331651584668334,0.025134059367014763,-0.1629472379097659,0.014237847696658784,0.09790179263199228,38427,10972,9979,195021,111,0.006216894969879063,5083.301885128021,,,0.7456658983866119,2.0319549671930446
v3_a4_retest_A7,dcb2b9c0580562b7e507451343bfd78e49b4c28a0b095e389305cbff816fa1c5,9999,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.014676081101193431,0.5093696763202725,0.5504132231404959,-0.042418524189664186,0.024106662648278918,0.3218561963495035,0.014194196488682514,0.10342472195893992,38427,10972,9979,195021,57,0.006229567811382147,2603.873545885086,,,0.7598957811403948,2.090764092789638
v3_a4_retest_A4,586faa1a39aa96e6852b5db7da299be40eb4102e3f4e4cbc9194a6c995e418cd,9999,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.05222622840415596,0.47569896783244814,0.5113020736035868,-0.04625358406745472,0.02415096616804252,-0.6545709098619358,0.014275619617057646,0.09310904863858338,38427,10972,9979,225185,42,0.0063674940799248875,2318.971526145935,,,0.7259244413267862,2.042545075430712
v3_a4_retest_A7,98407b6f5ddda9e44a8f83a77a58d836720a7256d27d1537c119f48f8d8db294,5678,2,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.028043617956597357,0.5189898787453653,0.665924276169265,-0.07692686074499266,0.024502428739968427,0.10314945077636663,0.014087137555555287,0.11689845494724227,38427,10972,9979,195021,126,0.006110889574018318,5728.835345029831,,,0.7756288205230986,2.079734043515581
v3_a4_retest_A4,6280e9a99fa1391348c4f342e7f9a772c09ef4ee0b2eeba18ec01d1f61d92b22,789,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.02586842525196682,0.49399639783870325,0.19023218574859888,-0.07694210735430396,0.023822603447795878,-0.11797588071887358,0.015071062711116306,-0.1342127913191291,46657,12721,9994,225185,39,0.006067605519774303,2614.743101835251,,,0.4752851711026616,1.2803055785119506
v3_a4_retest_A7,afac034c2249b01863753f02fbdb0e339f68349a969927abd29302fcb88dc1fe,789,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.012163889306297481,0.5143085851510907,0.6723812095032398,-0.019214211357743816,0.023175322050211708,0.5094280126488613,0.013536810760071365,0.08496121560285796,46657,12721,9994,195021,77,0.005834955788357246,4238.207348108292,,,0.717930758455073,1.9483918425177307
v3_a4_retest_A7,8e2a4f790d68a419dff91304efab9aff899441bc8e474f127ed287069ff4c434,1000,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.011080511566254746,0.5165099059435662,0.6797030359273498,-0.08586180246923703,0.02392105450975718,0.6052723817191352,0.014111661240611886,0.005595521172329754,46657,12721,9994,195021,59,0.005994669780508972,3242.667979001999,,,0.6206724034420652,1.6191508727476265
v3_a4_retest_A4,f23b57ca4519edf1cdaeab5ee4966c01509b1916f4db6d9c30930126787af09c,1000,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.010700115084578434,0.4935961576946168,0.2946341463414634,-0.10596183203595322,0.024141436704477215,0.07889707571701554,0.014557422764160758,-0.05821953901905319,46657,12721,9994,225185,48,0.005975294078104815,3197.617382287979,,,0.5021012607564539,1.4160208586059735
v3_a4_retest_A4,e5e70e9f3bb6eca0def35134698067f0d8bd2c9f92ff8b3dbb84c06a2fdbadbb,5678,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.02346303913220617,0.5147088252951771,0.5615621045018984,-0.010835188161522069,0.02307986257132112,0.6900907095237939,0.013620636866120965,0.07359345209528034,46657,12721,9994,225185,43,0.006203812129282925,2873.4663937091827,,,0.7421452871723034,2.0043302079162575
v3_a4_retest_A4,cd7b4201f3ca1f8dcb1f3a97d5204e3d74d0654a31ddb7e9fbd14dab4dec25ea,1234,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.0058511279626415925,0.4932959775865519,0.44302683677958643,-0.06004030974667107,0.02363492523320976,0.02512361069132637,0.013692102238358369,0.06384652532135182,46657,12721,9994,225185,57,0.006001799724612901,3814.8710899353027,,,0.7376425855513308,2.065716572551534
v3_a4_retest_A7,0ddad594d32559fd1ab3d90262c3abd5e688f1921c9057121e052534960c8b54,1234,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.033893225505521415,0.4945967580548329,0.6033765213977229,-0.018787943355169867,0.023170475212685716,-0.02262328428516048,0.013839994392998878,0.04351400531504146,46657,12721,9994,195021,89,0.0058913949089773885,4903.961571931839,,,0.6424854912947768,1.718913549175971
v3_a4_retest_A7,f1b047bd92e5311bf1294cf1ca7ebb5084a1adf660a591338d29df50434322cc,5678,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.0003100647892433035,0.5172103261957174,0.6780972713323103,-0.031895907527819345,0.023319057196587046,0.6030685695302614,0.013585579484323715,0.07835616510468091,46657,12721,9994,195021,73,0.005811897684929374,4013.212098121643,,,0.7250350210126075,1.9286981718558651
v3_a4_retest_A7,59c85bfa39031bbcf28427520df9d28cd4089b95787027c18d014fa4e2f75ad8,9999,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.005034041988457513,0.5156093656193717,0.6731924660770945,-0.09126128403883182,0.02398045485241183,0.4745723139978993,0.014063484964882213,0.012373593347871692,46657,12721,9994,195021,42,0.005916023919799289,2304.087657928467,,,0.6331799079447669,1.6856348693447663
v3_a4_retest_A4,d02a40bd2473ce86dbf9841ff5c826fe285714d2e4003330f4cd9ad01336e43a,789,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.03666261383396289,0.4727514399645547,0.3959390862944162,-0.03644257322425193,0.01940354157167544,-0.6679310774456897,0.01178814950872163,0.0027390086881080578,54033,15339,4514,225185,34,0.007086466748580829,2637.7145726680756,,,0.7563136907399203,1.9589824806357206
v3_a4_retest_A4,744ef178553ff2c96b64b6bc14c38bf17ca16ba50aaa50fe5a2553227cf30df9,9999,3,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.007946117866573604,0.48429057434460676,0.04907749077490775,-0.10384964468167368,0.024118372795247665,-0.5153781585690725,0.01371856580309941,0.06022430592418271,46657,12721,9994,225185,48,0.005981917638575739,3210.2061767578125,,,0.6394836902141284,1.7497966444782387
v3_a4_retest_A7,7006aa84d930a6c6073d61eb13642dfdcf99ebafa734956128944030bdcdb315,789,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.00995056836334548,0.5299069561364643,0.6914800814190171,-0.08280759865214149,0.019832799933043606,0.547330778921825,0.01209893898253314,-0.05053888911786042,54033,15339,4514,195021,84,0.006421479805320379,5366.894124984741,,,0.8695170580416482,2.547753860855829
v3_a4_retest_A7,8e077db4c7fd10fbb792f104828f49ad753c4d20b8d7b009d95d4348c40071bc,1000,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.023797260840655556,0.5110766504209128,0.6388479790541646,-0.0890114024667803,0.019889533497449572,0.14479566210469663,0.011644859272964981,0.026835966281954726,54033,15339,4514,195021,59,0.0065275319545908105,3756.886151075363,,,0.7532122286220647,2.031915954042742
v3_a4_retest_A7,1fc96ac183f654aeaba2083194669052c3f9fb16fcaa97925e75c62b0b01343a,1234,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.03805047286811811,0.49136021267168806,0.2496732026143791,-0.029858211005481472,0.01934180949586087,0.019114506690823548,0.011686309550776723,0.01989561419799546,54033,15339,4514,195021,62,0.006462224598903741,3969.53981089592,,,0.7015950376606114,1.8257202689900616
v3_a4_retest_A4,00c6019c84761e7e5f7ffa73e990fe0138820a605e47507bf8ad1df2f23d0b03,1000,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.001408234448569736,0.4689853788214444,0.0049813200498132,-0.3945484290141812,0.022507392465258135,-0.5923097272914309,0.013383637422845509,-0.28548166342614634,54033,15339,4514,225185,59,0.0065560495726266575,4575.922780990601,,,0.8865750996898538,2.818142426733841
v3_a4_retest_A4,0cdea111254cb34064535c01970e64c3c50e93dc8c64956b6ed04306b6431972,1234,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.012130243324643027,0.4694284448382809,0.004985459077690071,-0.34459098503332597,0.022100570318434123,-0.5579983884308372,0.013066988703114787,-0.22537380508719362,54033,15339,4514,225185,59,0.006434951457639425,4574.042550086975,,,0.9011962782454586,2.8373466847757824
v3_a4_retest_A7,0b7968ad7a5f8fc7cb74efc18baf3e426330ae10707d5edd5fb3b3579c36bfa0,5678,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,-0.004593819416067632,0.5208241027913159,0.6552988047808764,-0.009060696362297005,0.019145513926871197,0.354160301862559,0.01215477103350334,-0.060256943463029344,54033,15339,4514,195021,68,0.006377030715011913,4319.0346167087555,,,0.8673017279574656,2.532077397099279
v3_a4_retest_A4,74b4949fff64551922feee94faad535b297b4c3e7ed022e938d9ea85d11947d3,5678,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.020173067672386937,0.4838280903854674,0.22177688710754845,-0.17235922934309023,0.02063662806161986,-0.28948939147764374,0.012962834657186617,-0.20591729574598783,54033,15339,4514,225185,49,0.006629277889880477,3683.8815310001373,,,0.8546743464776252,2.6356986082690725
v3_a4_retest_A7,5d3781ee037698bda153546f90cf9f88aed89b6fc0308ff12611196408ff19b4,9999,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.005017787306569093,0.5137350465219318,0.5993794488045264,-0.03091904189625372,0.01935176868617887,0.40831025486557393,0.011977487124877726,-0.029553658624469792,54033,15339,4514,195021,56,0.0064665818389223915,3425.9884321689606,,,0.8227735932653966,2.383238374790304
v3_a4_retest_A4,b85b37a83ed1046f71ae771c569a54a9b6d6eaaa74406aa7d0000ae0691eaab3,9999,4,none,none,tft,quantile,"return,direction,volatility",none,60,tft,0.020219627712257573,0.47097917589720867,0.018092105263157895,-0.16751082866062617,0.02059391150348162,-0.5048576370967569,0.013107229729381515,-0.23293273522207847,54033,15339,4514,225185,42,0.006479388040221051,2365.5098221302032,,,0.8677447939743022,2.7881728446265566
